entity_type,entity_id,canonical,surface,normalized,language,variant,source,catalog_count,active,ambiguity_count,metadata_json
brand,tece,tece,tece,tece,en,canonical,catalog+manual_aliases,51,true,1,{}
brand,коломеев,коломеев,коломеев,коломеев,ru,canonical,catalog+manual_aliases,51,true,1,{}
brand,любимый дом,любимый дом,любимый дом,любимый дом,ru,canonical,catalog+manual_aliases,51,true,1,{}
brand,ambertruck,ambertruck,ambertruck,ambertruck,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,arnica,arnica,arnica,arnica,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,attomex,attomex,attomex,attomex,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,belmio,belmio,belmio,belmio,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,cs medica,cs medica,cs medica,cs medica,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,lectio risus,lectio risus,lectio risus,lectio risus,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,mag noble,mag noble,mag noble,mag noble,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,mart,mart,mart,mart,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,n1,n1,n1,n1,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,roadx,roadx,roadx,roadx,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,rubetek,rubetek,rubetek,rubetek,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,runzel,runzel,runzel,runzel,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,vira,vira,vira,vira,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,western digital wd,western digital wd,western digital wd,western digital wd,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,wjb,wjb,wjb,wjb,en,canonical,catalog+manual_aliases,50,true,1,{}
brand,апплика,апплика,апплика,апплика,ru,canonical,catalog+manual_aliases,50,true,1,{}
brand,барьеры кочетова,барьеры кочетова,барьер кочетова,барьер кочетова,ru,alias,catalog+manual_aliases,50,true,1,{}
brand,барьеры кочетова,барьеры кочетова,барьеры кочетова,барьер кочетова,ru,canonical,catalog+manual_aliases,50,true,1,{}
brand,славен,славен,славен,славен,ru,canonical,catalog+manual_aliases,50,true,1,{}
brand,alito фабрика мебели,alito фабрика мебели,alito фабрика мебели,alito фабрика мебель,mixed,canonical,catalog+manual_aliases,49,true,1,{}
brand,alito фабрика мебели,alito фабрика мебели,alito фабрика мебель,alito фабрика мебель,mixed,alias,catalog+manual_aliases,49,true,1,{}
brand,bordo мебель,bordo мебель,bordo мебель,bordo мебель,mixed,canonical,catalog+manual_aliases,49,true,1,{}
brand,bose,bose,bose,bose,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,boxxy,boxxy,boxxy,boxxy,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,coolfort,coolfort,coolfort,coolfort,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,dear villagers,dear villagers,dear villagers,dear villagers,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,dlab,dlab,dlab,dlab,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,gtv,gtv,gtv,gtv,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,ishimatsu,ishimatsu,ishimatsu,ishimatsu,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,ivigo,ivigo,ivigo,ivigo,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,kingqueen,kingqueen,kingqueen,kingqueen,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,konigin,konigin,konigin,konigin,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,metabo,metabo,metabo,metabo,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,onikuma,onikuma,onikuma,onikuma,en,canonical,catalog+manual_aliases,49,true,1,{}
brand,anna lafarg,anna lafarg,anna lafarg,anna lafarg,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,arctic cooling,arctic cooling,arctic cooling,arctic cooling,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,invu,invu,invu,invu,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,jntrd,jntrd,jntrd,jntrd,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,lexar,lexar,lexar,lexar,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,proxima,proxima,proxima,proxima,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,raiber,raiber,raiber,raiber,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,ravslezak,ravslezak,ravslezak,ravslezak,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,sparta,sparta,sparta,sparta,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,stadler form,stadler form,stadler form,stadler form,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,titanium,titanium,titanium,titanium,en,canonical,catalog+manual_aliases,48,true,1,{}
brand,ладога,ладога,ладога,ладога,ru,canonical,catalog+manual_aliases,48,true,1,{}
brand,энергия,энергия,энергия,энергия,ru,canonical,catalog+manual_aliases,48,true,1,{}
brand,blackview,blackview,blackview,blackview,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,cf,cf,cf,cf,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,chayka,chayka,chayka,chayka,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,fireway,fireway,fireway,fireway,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,idea factory interna,idea factory interna,idea factory interna,idea factory interna,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,kranz,kranz,kranz,kranz,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,lomond,lomond,lomond,lomond,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,ninja,ninja,ninja,ninja,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,off road wheels,off road wheels,off road wheels,off road wheels,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,ore,ore,ore,ore,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,tolsen,tolsen,tolsen,tolsen,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,xerox,xerox,xerox,xerox,en,canonical,catalog+manual_aliases,47,true,1,{}
brand,спецназ,спецназ,спецназ,спецназ,ru,canonical,catalog+manual_aliases,47,true,1,{}
brand,accuride,accuride,accuride,accuride,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,climadiff,climadiff,climadiff,climadiff,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,farseer,farseer,farseer,farseer,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,finwhale,finwhale,finwhale,finwhale,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,flafi,flafi,flafi,flafi,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,funster,funster,funster,funster,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,hyundai/kia,hyundai/kia,hyundai/kia,hyundai/kia,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,icel,icel,icel,icel,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,instrumax,instrumax,instrumax,instrumax,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,koch media,koch media,koch media,koch media,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,luazon home,luazon home,luazon home,luazon home,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,maxwell,maxwell,maxwell,maxwell,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,vixion,vixion,vixion,vixion,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,zanussi,zanussi,zanussi,zanussi,en,canonical,catalog+manual_aliases,46,true,1,{}
brand,меблайнс,меблайнс,меблайнс,меблайнс,ru,canonical,catalog+manual_aliases,46,true,1,{}
brand,регионмебель,регионмебель,регионмебель,регионмебель,ru,canonical,catalog+manual_aliases,46,true,1,{}
brand,arturia,arturia,arturia,arturia,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,buka,buka,buka,buka,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,demarkt,demarkt,demarkt,demarkt,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,ergert,ergert,ergert,ergert,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,esbano,esbano,esbano,esbano,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,foxx,foxx,foxx,foxx,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,ginzzu,ginzzu,ginzzu,ginzzu,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,indiana,indiana,indiana,indiana,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,kerron,kerron,kerron,kerron,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,mazari,mazari,mazari,mazari,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,navitel,navitel,navitel,navitel,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,pmc,pmc,pmc,pmc,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,suunto,suunto,suunto,suunto,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,vention,vention,vention,vention,en,canonical,catalog+manual_aliases,45,true,1,{}
brand,питер маркет,питер маркет,питер маркет,питер маркет,ru,canonical,catalog+manual_aliases,45,true,1,{}
brand,akko,akko,akko,akko,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,alberg,alberg,alberg,alberg,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,amo,amo,amo,amo,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,aviere,aviere,aviere,aviere,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,axon,axon,axon,axon,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,berlingo,berlingo,berlingo,berlingo,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,konway,konway,konway,konway,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,leff,leff,leff,leff,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,metaco,metaco,metaco,metaco,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,omoda,omoda,omoda,omoda,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,pilenga,pilenga,pilenga,pilenga,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,punkt e,punkt e,punkt e,punkt e,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,rage,rage,rage,rage,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,rashel,rashel,rashel,rashel,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,transcend,transcend,transcend,transcend,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,uag,uag,uag,uag,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,vekta,vekta,vekta,vekta,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,yamaha,yamaha,yamaha,yamaha,en,canonical,catalog+manual_aliases,44,true,1,{}
brand,хорошие кресла,хорошие кресла,хорошие кресла,хороший кресло,ru,canonical,catalog+manual_aliases,44,true,1,{}
brand,хорошие кресла,хорошие кресла,хороший кресло,хороший кресло,ru,alias,catalog+manual_aliases,44,true,1,{}
brand,anker,anker,anker,anker,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,audio technica,audio technica,audio technica,audio technica,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,aura technology,aura technology,aura technology,aura technology,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,axxa,axxa,axxa,axxa,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,carperformance,carperformance,carperformance,carperformance,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,dareu,dareu,dareu,dareu,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,elari,elari,elari,elari,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,forestxs,forestxs,forestxs,forestxs,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,geely,geely,geely,geely,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,kraftair,kraftair,kraftair,kraftair,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,millen,millen,millen,millen,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,mindeo,mindeo,mindeo,mindeo,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,techland publishing,techland publishing,techland publishing,techland publishing,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,ulgran,ulgran,ulgran,ulgran,en,canonical,catalog+manual_aliases,43,true,1,{}
brand,оникс,оникс,оникс,оникс,ru,canonical,catalog+manual_aliases,43,true,1,{}
brand,ремоколор,ремоколор,ремоколор,ремоколор,ru,canonical,catalog+manual_aliases,43,true,1,{}
brand,armstrong,armstrong,armstrong,armstrong,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,aromagroup,aromagroup,aromagroup,aromagroup,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,berger,berger,berger,berger,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,demiand,demiand,demiand,demiand,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,fellowes,fellowes,fellowes,fellowes,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,general electronics,general electronics,general electronics,general electronics,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,hilzz,hilzz,hilzz,hilzz,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,italco,italco,italco,italco,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,japanparts,japanparts,japanparts,japanparts,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,kenwell,kenwell,kenwell,kenwell,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,krups,krups,krups,krups,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,ursa,ursa,ursa,ursa,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,zenet,zenet,zenet,zenet,en,canonical,catalog+manual_aliases,42,true,1,{}
brand,любаша,любаша,любаша,любаша,ru,canonical,catalog+manual_aliases,42,true,1,{}
brand,пчелка,пчелка,пчелка,пчелка,ru,canonical,catalog+manual_aliases,42,true,1,{}
brand,шуйские ситцы.,шуйские ситцы.,шуйские ситцы.,шуйский ситец.,ru,canonical,catalog+manual_aliases,42,true,1,{}
brand,шуйские ситцы.,шуйские ситцы.,шуйский ситец.,шуйский ситец.,ru,alias,catalog+manual_aliases,42,true,1,{}
brand,alive audio,alive audio,alive audio,alive audio,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,black+decker,black+decker,black+decker,black+decker,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,brita,brita,brita,brita,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,caiul,caiul,caiul,caiul,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,deep silver,deep silver,deep silver,deep silver,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,hyperx,hyperx,hyperx,hyperx,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,hyperx,hyperx,хайперикс,хайперикс,ru,alias,catalog+manual_aliases,41,true,1,{}
brand,kimrik,kimrik,kimrik,kimrik,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,poshete,poshete,poshete,poshete,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,redblubydamixa,redblubydamixa,redblubydamixa,redblubydamixa,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,roadking,roadking,roadking,roadking,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,steamone,steamone,steamone,steamone,en,canonical,catalog+manual_aliases,41,true,1,{}
brand,грандмастер,грандмастер,грандмастер,грандмастер,ru,canonical,catalog+manual_aliases,41,true,1,{}
brand,нора м,нора м,нора м,нора м,ru,canonical,catalog+manual_aliases,41,true,1,{}
brand,70mai,70mai,70mai,70mai,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,asrock,asrock,asrock,asrock,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,clage,clage,clage,clage,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,dca,dca,dca,dca,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,headup,headup,headup,headup,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,kiss,kiss,kiss,kiss,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,lazurit мебель,lazurit мебель,lazurit мебель,lazurit мебель,mixed,canonical,catalog+manual_aliases,40,true,1,{}
brand,luxon,luxon,luxon,luxon,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,mando,mando,mando,mando,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,miniland,miniland,miniland,miniland,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,playwoods,playwoods,playwoods,playwoods,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,rapid,rapid,rapid,rapid,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,rigol,rigol,rigol,rigol,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,robe,robe,robe,robe,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,rutrike,rutrike,rutrike,rutrike,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,stinol,stinol,stinol,stinol,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,uyut market,uyut market,uyut market,uyut market,en,canonical,catalog+manual_aliases,40,true,1,{}
brand,арсеналъ,арсеналъ,арсеналъ,арсеналъ,ru,canonical,catalog+manual_aliases,40,true,1,{}
brand,стулбержи,стулбержи,стулбержи,стулбержи,ru,canonical,catalog+manual_aliases,40,true,1,{}
brand,триколор,триколор,триколор,триколор,ru,canonical,catalog+manual_aliases,40,true,1,{}
brand,aquaton,aquaton,aquaton,aquaton,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,cacharel,cacharel,cacharel,cacharel,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,canadian camper,canadian camper,canadian camper,canadian camper,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,dunlop,dunlop,dunlop,dunlop,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,edon,edon,edon,edon,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,ergonova,ergonova,ergonova,ergonova,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,feng bao,feng bao,feng bao,feng bao,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,fora,fora,fora,fora,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,fulqrum publishing,fulqrum publishing,fulqrum publishing,fulqrum publishing,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,gillette,gillette,gillette,gillette,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,ironcore,ironcore,ironcore,ironcore,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,mahle,mahle,mahle,mahle,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,neoclima,neoclima,neoclima,neoclima,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,nothing,nothing,nothing,nothing,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,oem,oem,oem,oem,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,pqube,pqube,pqube,pqube,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,topware interactive,topware interactive,topware interactive,topware interactive,en,canonical,catalog+manual_aliases,39,true,1,{}
brand,стм,стм,стм,стм,ru,canonical,catalog+manual_aliases,39,true,1,{}
brand,ярославский волгарь,ярославский волгарь,ярославский волгарь,ярославский волгарь,ru,canonical,catalog+manual_aliases,39,true,1,{}
brand,aux,aux,aux,aux,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,av steel,av steel,av steel,av steel,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,firemax,firemax,firemax,firemax,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,fixtec,fixtec,fixtec,fixtec,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,foreo,foreo,foreo,foreo,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,gauss.,gauss.,gauss.,gauss.,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,iconbit,iconbit,iconbit,iconbit,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,iqoo,iqoo,iqoo,iqoo,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,just aircon,just aircon,just aircon,just aircon,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,kudo,kudo,kudo,kudo,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,la fenice,la fenice,la fenice,la fenice,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,melitta,melitta,melitta,melitta,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,nuphy,nuphy,nuphy,nuphy,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,romana,romana,romana,romana,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,skf,skf,skf,skf,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,sky watcher,sky watcher,sky watcher,sky watcher,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,superpets,superpets,superpets,superpets,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,unicorn,unicorn,unicorn,unicorn,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,vensal,vensal,vensal,vensal,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,vivacase,vivacase,vivacase,vivacase,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,weastro,weastro,weastro,weastro,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,wiiix,wiiix,wiiix,wiiix,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,wink,wink,wink,wink,en,canonical,catalog+manual_aliases,38,true,1,{}
brand,aukey,aukey,aukey,aukey,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,ceramica nova,ceramica nova,ceramica nova,ceramica nova,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,corozo,corozo,corozo,corozo,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,curve digital,curve digital,curve digital,curve digital,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,dorten,dorten,dorten,dorten,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,genius,genius,genius,genius,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,ideal standard,ideal standard,ideal standard,ideal standard,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,imgn.pro,imgn.pro,imgn.pro,imgn.pro,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,lag,lag,lag,lag,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,maibenben,maibenben,maibenben,maibenben,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,merrylock,merrylock,merrylock,merrylock,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,mijia,mijia,mijia,mijia,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,poly flower,poly flower,poly flower,poly flower,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,sjcam,sjcam,sjcam,sjcam,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,stm,stm,stm,stm,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,tanvolt,tanvolt,tanvolt,tanvolt,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,thermaltake,thermaltake,thermaltake,thermaltake,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,thomas,thomas,thomas,thomas,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,venti,venti,venti,venti,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,vertextools,vertextools,vertextools,vertextools,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,york,york,york,york,en,canonical,catalog+manual_aliases,37,true,1,{}
brand,роскресла,роскресла,роскресла,роскресла,ru,canonical,catalog+manual_aliases,37,true,1,{}
brand,bambox,bambox,bambox,bambox,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,beyerdynamic,beyerdynamic,beyerdynamic,beyerdynamic,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,broox,broox,broox,broox,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,electsmart,electsmart,electsmart,electsmart,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,evoluce,evoluce,evoluce,evoluce,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,giants software,giants software,giants software,giants software,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,karingbee,karingbee,karingbee,karingbee,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,look cycle,look cycle,look cycle,look cycle,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,megamax,megamax,megamax,megamax,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,mobility,mobility,mobility,mobility,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,playmobil,playmobil,playmobil,playmobil,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,renault,renault,renault,renault,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,simas,simas,simas,simas,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,teclast,teclast,teclast,teclast,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,tineco,tineco,tineco,tineco,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,veld co,veld co,veld co,veld co,en,canonical,catalog+manual_aliases,36,true,1,{}
brand,креост,креост,креост,креост,ru,canonical,catalog+manual_aliases,36,true,1,{}
brand,мк стиль,мк стиль,мк стиль,мк стиль,ru,canonical,catalog+manual_aliases,36,true,1,{}
brand,сокол,сокол,сокол,сокол,ru,canonical,catalog+manual_aliases,36,true,1,{}
brand,akai,akai,akai,akai,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,akupara games,akupara games,akupara games,akupara games,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,autoflex,autoflex,autoflex,autoflex,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,chuwi,chuwi,chuwi,chuwi,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,emsa,emsa,emsa,emsa,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,erborian,erborian,erborian,erborian,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,goblinz studio,goblinz studio,goblinz studio,goblinz studio,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,onvolt,onvolt,onvolt,onvolt,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,reluce,reluce,reluce,reluce,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,stavr,stavr,stavr,stavr,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,unterzo home,unterzo home,unterzo home,unterzo home,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,zerten,zerten,zerten,zerten,en,canonical,catalog+manual_aliases,35,true,1,{}
brand,галант шторы,галант шторы,галант штора,галант штора,ru,alias,catalog+manual_aliases,35,true,1,{}
brand,галант шторы,галант шторы,галант шторы,галант штора,ru,canonical,catalog+manual_aliases,35,true,1,{}
brand,медиа,медиа,медиа,медиа,ru,canonical,catalog+manual_aliases,35,true,1,{}
brand,нмп,нмп,нмп,нмп,ru,canonical,catalog+manual_aliases,35,true,1,{}
brand,светлый дом 58,светлый дом 58,светлый дом 58,светлый дом 58,ru,canonical,catalog+manual_aliases,35,true,1,{}
brand,фабрика столов,фабрика столов,фабрика стол,фабрика стол,ru,alias,catalog+manual_aliases,35,true,1,{}
brand,фабрика столов,фабрика столов,фабрика столов,фабрика стол,ru,canonical,catalog+manual_aliases,35,true,1,{}
brand,ardi kuche,ardi kuche,ardi kuche,ardi kuche,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,aresa,aresa,aresa,aresa,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,ase sport,ase sport,ase sport,ase sport,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,borasco,borasco,borasco,borasco,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,burda,burda,burda,burda,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,carino,carino,carino,carino,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,chairman,chairman,chairman,chairman,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,dorf,dorf,dorf,dorf,en,canonical,catalog+manual_aliases,34,true,1,{}
brand,george kini,george kini,george kini,george kini,en,canonical,catalog+manual_aliases,34,true,1,{}
